Weststadt; 69115; Städtische Kita Philipp‐Reis‐Straße; Philipp‐Reis‐Str. 60 Heidelberg ;  (06221) 600888; kita‐philipp‐reis‐strasse@heidelberg.de; 7 a.m. – 5 p.m.; 1 year – until school enrolment;;8.681717899999999;49.3949292;
Weststadt; 69115; Kita an der Freien Waldorfschule Heidelberg Städtische Kita Römerstraße; Römerstraße 87 Heidelberg ;  (06221) 4320586; kita‐roemerstrasse@heidelberg.de; 7 a.m. – 5 p.m.; 3 years – until school enrolment;;8.68602;49.39639;
Wieblingen; 69123; Evangelischer Kindergarten Kunterbunt; Viernheimer Weg 4 Heidelberg ;  (06221) 836134; kita.kreuzgemeinde‐nord@ekihd.de; 7:30 a.m. – 4:30 p.m.; 2 years – until school enrolment; (Accepts disabled and non‐disabled children);8.6427772;49.4299474;
Wieblingen; 69123; Evangelisches Haus für Kinder; Mannheimer Straße 225 Heidelberg ;  (06221) 833531; kita.kreuzgemeinde‐mitte@ekihd.de; Kindergarten: 7 a.m. – 4:30 p.m. / Nursery: 8 a.m. – 2:30 p.m.; 1 year – until school enrolment;;8.64937;49.42328999999999;
Wieblingen; 69123; Französische Vor‐ und Grundschule Pierre et Marie Curie; Wieblinger Weg 9 Heidelberg ;  (06221) 840983; direction@ecole.de; 7:30 a.m. – 6 p.m.; 2 years – end of elementary school; Bilingual (French/German);8.66129;49.40906;
Wieblingen; 69123; Katholischer Kindergarten St. Bartholomäus; Wallstr. 27/2 Heidelberg ;  (06221) 836122; kiga‐bartholomaeus@kath‐hd.de; 7 a.m. – 4:30 p.m.; 3 years – until school enrolment;;8.64871;49.42243;
Wieblingen; 69123; Kindergarten der TfK GmbH Heidelberg; Mannheimer Str. 77 Heidelberg ;  (06221) 840057; kita@tfk‐heidelberg.de; 7 a.m. – 5 p.m.; 3 years – until school enrolment;;8.6555879;49.4140938;
Wieblingen; 69123; Kinderkrippe der TfK GmbH Heidelberg; Ludwig‐Guttmann‐Str. 8 Heidelberg ;  (06221) 7379570; krippe@tfk‐heidelberg.de; 7 a.m. – 5 p.m.; 2 month – 3 years;;8.65033;49.41405;
Wieblingen; 69123; Kinderkrippe Mary Poppins; Wieblinger Weg 17 Heidelberg ;  (06221) 7267248; heidelberg@kinderzentren.de; 7 a.m. – 5 p.m. (On demand to 6 p.m.); 6 month – 3 years; Kinderzentren Kunterbunt gGmbH;8.6597371;49.4090183;
Wieblingen; 69123; Kinderladen Heuhüpfer e.V; Klostergasse 6 Heidelberg ;  (06221) 7963308; wieblingen@heuhuepfer.net; 7:30 a.m. – 4 p.m.; 1 – 3 years;;8.649820799999999;49.4244208;
Wieblingen; 69123; Waldorfschulverein Heidelberg e.V.; Mittelgewannweg 16 Heidelberg ;  (06221) 820123; info@waldorfkita‐hd.de; Kiga and out of School care: 7 a.m. – 5 p.m. / Toddlers group: 7:30 a.m. – 2:30 p.m.; 2 month – 14 years;;8.63447;49.43939;
Wieblingen; 69123; Kita Rasselbande e.V.; Rischerstr. 12 Heidelberg ;  (06221) 7277000; info@kita‐heidelberg.de; 6 a.m. – 6:30 p.m. (with advanced notification also until 7 p.m., with three kids or more also Saturdays possible); 2 month – until school enrolment;;8.638639999999999;49.43089;
Wieblingen; 69123; Städtische Kita Karolinger Weg; Karolingerweg 16 Heidelberg ;  (06221) 833789; kita‐karolingerweg@heidelberg.de; 7 a.m. – 5 p.m.; 3 years – until school enrolment;;8.6451085;49.4194524;
Ziegelhausen; 69118; Evangelische Kita der Versöhnungsgemeinde; Mühlweg 10 Heidelberg ;  (06221) 801533; kita.versoehnungsgemeinde@ekihd.de; 7:30 a.m. – 4:30 p.m.; 9 month – until school enrolment;;8.75184;49.42407000000001;
Ziegelhausen; 69118; Katholischer Kindergarten St. Josef; Brahmstr. 9 Heidelberg ;  (06221) 801103; kiga‐st.josef@heidelberg‐neckartal.de; Kindergarten: 7 a.m. – 5 p.m. / Nursery: 7 a.m. – 4 p.m.; 1,5 years – until school enrolment;;8.762369999999999;49.41717999999999;
Ziegelhausen; 69118; Katholischer Kindergarten St. Marien; Steinbachdamm 1 Heidelberg ;  (06221) 802568; kiga‐st.marien@heidelberg‐neckartal.de; 7:30 a.m. – 4:30 p.m.; 1 year – until school enrolment;;8.75605;49.4184;
Ziegelhausen; 69118; Kinderhaus Heidelberg e.V.; In der Neckarhelle 72 Heidelberg ;  (06221) 803295; kinderhaus‐heidelberg@web.de; 7 a.m. – 5 p.m.; 2,75 – 10 years;;8.74831;49.41744000000001;
Ziegelhausen; 69118; Städtische Kita Kleingemünder Straße; Kleingemünder Str. 24 Heidelberg ;  (06221) 8953808; kita‐kleingemuenderstrasse@heidelberg.de; 7 a.m. – 5 p.m.; 1 year – end of elementary school;;8.75997;49.41777;
Ziegelhausen; 69118; Städtische Kita Wilhelmsfelder Straße,; Wilhelmsfelder Str. 64 Heidelberg ;  (06221) 139580 and 803375; kita‐wilhelmsfelderstrasse@heidelberg.de; 7 a.m. – 5 p.m.; 1 year – until school enrolment;;8.7529039;49.44308299999999;
Ziegelhausen; 69118; EMBL‐Kinderhaus (only for staff of the EMBL); Meyerhofstr. 1 Heidelberg ;  (06221) 387308; martin.kirch@embl.de; 8:30 – 6 p.m. (Fri 5 p.m.); 3 month – until school enrolment;;8.71074;49.38485;
